Light,Pressure,X,Y,Z
224,3361,0.59,-0.12,-9.14
224,3375,0.55,-0.16,-9.14
208,3389,0.55,-0.12,-9.06
214,3383,0.59,-0.16,-9.1
210,3389,0.59,-0.16,-9.1
219,3371,0.59,-0.2,-9.1
225,3396,0.59,-0.16,-9.14
224,3376,0.55,-0.2,-9.1
227,3377,0.55,-0.2,-9.1
216,3376,0.55,-0.16,-9.14
211,3364,0.59,-0.16,-9.1
221,3393,0.55,-0.12,-9.06
223,3379,0.55,-0.16,-9.14
223,3370,0.55,-0.12,-9.1
225,3387,0.59,-0.2,-9.1
210,3358,0.59,-0.16,-9.06
208,3364,0.55,-0.2,-9.1
218,3383,0.55,-0.16,-9.06
215,3387,0.55,-0.16,-9.06
225,3366,0.59,-0.16,-9.14
225,3381,0.55,-0.12,-9.1
208,3366,0.51,-0.12,-9.1
215,3376,0.59,-0.12,-9.1
207,3387,0.59,-0.12,-9.14
213,3385,0.55,-0.08,-9.06
224,3373,0.55,-0.2,-9.18
227,3397,0.59,-0.2,-9.1
213,3394,0.55,-0.16,-9.14
227,3397,0.55,-0.16,-9.14
205,3353,0.59,-0.12,-9.06
214,3376,0.55,-0.24,-9.1
221,3363,0.55,-0.2,-9.1
223,3392,0.51,-0.12,-9.1
224,3377,0.59,-0.12,-9.1
225,3399,0.51,-0.2,-9.1
205,3376,0.59,-0.12,-9.1
213,3389,0.55,-0.12,-9.14
221,3386,0.59,-0.16,-9.06
221,3406,0.59,-0.16,-9.14
222,3373,0.55,-0.16,-9.1
228,3391,0.55,-0.2,-9.14
206,3376,0.55,-0.2,-9.14
214,3369,0.55,-0.16,-9.18
208,3387,0.55,-0.16,-9.1
215,3399,0.55,-0.12,-9.06
223,3394,0.59,-0.2,-9.1
229,3383,0.59,-0.08,-9.1
205,3380,0.59,-0.12,-9.02
224,3398,0.51,-0.08,-9.06
209,3383,0.59,-0.2,-9.06
219,3387,0.55,-0.16,-9.1
223,3370,0.59,-0.12,-9.14
227,3377,0.55,-0.16,-9.1
226,3375,0.59,-0.16,-9.14
225,3395,0.55,-0.2,-9.1
208,3388,0.59,-0.2,-9.06
218,3374,0.59,-0.16,-9.1
222,3376,0.51,-0.08,-9.1
225,3390,0.59,-0.16,-9.14
224,3375,0.55,-0.16,-9.1
222,3375,0.59,-0.2,-9.14
209,3386,0.55,-0.12,-9.1
218,3407,0.51,-0.2,-9.1
211,3392,0.55,-0.2,-9.18
221,3386,0.59,-0.16,-9.06
223,3385,0.59,-0.24,-9.1
221,3376,0.55,-0.16,-9.14
208,3376,0.55,-0.16,-9.14
214,3377,0.59,-0.12,-9.14
210,3390,0.59,-0.12,-9.06
218,3360,0.59,-0.2,-9.1
224,3385,0.55,-0.16,-9.06
225,3382,0.55,-0.16,-9.06
226,3382,0.59,-0.12,-9.1
215,3376,0.55,-0.12,-9.1
211,3394,0.51,-0.16,-9.1
221,3392,0.55,-0.08,-9.1
227,3379,0.55,-0.12,-9.14
219,3374,0.55,-0.16,-9.1
226,3376,0.55,-0.16,-9.1
220,3390,0.55,-0.12,-9.14
208,3392,0.59,-0.16,-9.1
219,3365,0.55,-0.12,-9.1
211,3371,0.55,-0.16,-9.14
221,3377,0.55,-0.2,-9.14
225,3392,0.59,-0.12,-9.1
224,3398,0.59,-0.16,-9.06
208,3395,0.59,-0.16,-9.1
208,3381,0.55,-0.16,-9.14
215,3383,0.55,-0.16,-9.06
220,3374,0.55,-0.12,-9.14
227,3361,0.63,-0.16,-9.1
222,3381,0.59,-0.16,-9.14
225,3389,0.59,-0.16,-9.14
209,3377,0.59,-0.2,-9.14
211,3373,0.59,-0.12,-9.14
221,3401,0.59,-0.16,-9.14
225,3383,0.55,-0.16,-9.14
222,3365,0.55,-0.12,-9.14
226,3382,0.55,-0.16,-9.1
213,3370,0.59,-0.2,-9.14
211,3391,0.55,-0.12,-9.1
217,3344,0.55,-0.16,-9.14
217,3377,0.55,-0.12,-9.02
224,3381,0.63,-0.16,-9.1
225,3369,0.59,-0.16,-9.1
217,3371,0.55,-0.12,-9.14
211,3390,0.59,-0.16,-9.06
204,3382,0.55,-0.16,-9.1
216,3380,0.59,-0.16,-9.06
219,3366,0.59,-0.16,-9.14
225,3388,0.59,-0.16,-9.06
215,3379,0.55,-0.2,-9.14
226,3376,0.59,-0.2,-9.1
203,3378,0.59,-0.16,-9.14
210,3378,0.55,-0.16,-9.1
222,3364,0.55,-0.16,-9.1
225,3392,0.59,-0.16,-9.06
219,3375,0.59,-0.16,-9.14
224,3376,0.59,-0.16,-9.1
204,3376,0.55,-0.16,-9.06
214,3385,0.59,-0.16,-9.1
223,3365,0.63,-0.2,-9.14
221,3369,0.51,-0.16,-9.06
223,3393,0.59,-0.16,-9.1
225,3397,0.51,-0.12,-9.1
207,3395,0.55,-0.16,-9.14
215,3383,0.59,-0.12,-9.1
209,3382,0.55,-0.16,-9.18
221,3379,0.59,-0.16,-9.1
226,3391,0.55,-0.2,-9.14
227,3399,0.55,-0.12,-9.1
207,3365,0.55,-0.2,-9.14
222,3387,0.55,-0.16,-9.14
209,3380,0.59,-0.16,-9.14
219,3376,0.59,-0.16,-9.1
223,3387,0.55,-0.12,-9.14
225,3377,0.55,-0.2,-9.06
226,3377,0.55,-0.12,-9.14
226,3375,0.55,-0.08,-9.14
207,3383,0.55,-0.16,-9.1
219,3371,0.59,-0.16,-9.14
221,3366,0.55,-0.16,-9.1
215,3361,0.55,-0.16,-9.14
228,3376,0.55,-0.2,-9.1
225,3390,0.59,-0.12,-9.14
208,3365,0.59,-0.16,-9.1
219,3391,0.55,-0.16,-9.1
214,3392,0.59,-0.16,-9.1
220,3375,0.55,-0.12,-9.14
224,3383,0.59,-0.2,-9.1
225,3372,0.55,-0.2,-9.1
208,3391,0.55,-0.16,-9.14
211,3379,0.55,-0.16,-9.14
212,3373,0.59,-0.2,-9.1
220,3390,0.59,-0.16,-9.1
226,3382,0.55,-0.16,-9.1
223,3376,0.55,-0.12,-9.14
229,3375,0.55,-0.12,-9.14
211,3371,0.59,-0.16,-9.06
211,3379,0.59,-0.16,-9.06
218,3375,0.59,-0.16,-9.1
224,3394,0.55,-0.12,-9.14
222,3382,0.55,-0.16,-9.06
225,3367,0.55,-0.12,-9.06
209,3373,0.55,-0.16,-9.1
210,3374,0.59,-0.16,-9.1
222,3381,0.55,-0.16,-9.1
210,3374,0.55,-0.16,-9.1
221,3386,0.59,-0.16,-9.1
227,3399,0.59,-0.2,-9.1
219,3394,0.55,-0.2,-9.1
210,3378,0.55,-0.16,-9.14
207,3379,0.55,-0.12,-9.06
215,3383,0.59,-0.12,-9.06
221,3390,0.59,-0.16,-9.14
226,3393,0.55,-0.16,-9.14
218,3394,0.59,-0.12,-9.14
225,3386,0.55,-0.16,-9.06
208,3392,0.59,-0.16,-9.1
214,3383,0.55,-0.16,-9.14
222,3405,0.55,-0.12,-9.14
226,3395,0.55,-0.16,-9.18
224,3378,0.59,-0.2,-9.1
226,3379,0.55,-0.08,-9.06
208,3376,0.55,-0.16,-9.06
213,3402,0.59,-0.24,-9.1
216,3376,0.59,-0.16,-9.1
218,3394,0.59,-0.12,-9.1
225,3377,0.55,-0.12,-9.1
226,3379,0.59,-0.16,-9.1
208,3365,0.55,-0.16,-9.14
213,3373,0.55,-0.2,-9.1
207,3387,0.51,-0.16,-9.1
218,3372,0.59,-0.24,-9.14
222,3391,0.59,-0.2,-9.06
227,3371,0.55,-0.16,-9.1
208,3401,0.59,-0.08,-9.1
235,3388,0.59,-0.12,-9.14
205,3387,0.59,-0.2,-9.14
215,3373,0.59,-0.16,-9.1
223,3385,0.55,-0.16,-9.14
232,3371,0.55,-0.16,-9.06
224,3391,0.55,-0.16,-9.06
227,3387,0.55,-0.12,-9.1
206,3382,0.59,-0.16,-9.06
215,3401,0.55,-0.2,-9.14
223,3388,0.59,-0.16,-9.14
220,3394,0.59,-0.2,-9.1
222,3373,0.59,-0.2,-9.1
226,3382,0.59,-0.2,-9.06
203,3382,0.55,-0.12,-9.06
211,3371,0.59,-0.16,-9.18
209,3370,0.59,-0.16,-9.14
219,3378,0.55,-0.16,-9.14
223,3376,0.55,-0.12,-9.06
226,3363,0.59,-0.16,-9.14
207,3387,0.55,-0.12,-9.06
223,3373,0.55,-0.16,-9.1
208,3380,0.55,-0.16,-9.14
219,3373,0.63,-0.12,-9.14
224,3372,0.55,-0.16,-9.1
227,3393,0.59,-0.2,-9.1
226,3397,0.55,-0.16,-9.1
222,3371,0.55,-0.16,-9.14
211,3376,0.55,-0.16,-9.1
220,3364,0.59,-0.12,-9.06
225,3375,0.59,-0.16,-9.06
224,3375,0.55,-0.2,-9.1
227,3408,0.59,-0.16,-9.14
221,3377,0.55,-0.16,-9.14
208,3378,0.55,-0.16,-9.14
221,3376,0.55,-0.16,-9.1
213,3371,0.55,-0.12,-9.1
224,3405,0.55,-0.16,-9.1
223,3382,0.59,-0.16,-9.1
220,3381,0.51,-0.12,-9.1
208,3362,0.63,-0.16,-9.1
209,3378,0.55,-0.16,-9.1
213,3387,0.59,-0.16,-9.1
219,3408,0.55,-0.16,-9.1
227,3399,0.63,-0.16,-9.1
223,3376,0.59,-0.2,-9.14
227,3394,0.51,-0.12,-9.14
209,3387,0.55,-0.16,-9.1
211,3369,0.55,-0.16,-9.1
221,3375,0.59,-0.16,-9.06
224,3397,0.55,-0.16,-9.06
224,3371,0.59,-0.12,-9.14
227,3376,0.59,-0.16,-9.1
208,3380,0.55,-0.2,-9.1
214,3368,0.59,-0.2,-9.14
223,3372,0.59,-0.12,-9.1
219,3392,0.55,-0.2,-9.1
223,3375,0.55,-0.16,-9.1
226,3393,0.55,-0.12,-9.1
210,3397,0.55,-0.12,-9.1
213,3370,0.59,-0.16,-9.06
205,3381,0.59,-0.16,-9.1
212,3374,0.55,-0.16,-9.14
223,3370,0.55,-0.12,-9.1
224,3365,0.63,-0.16,-9.14
215,3379,0.59,-0.16,-9.1
225,3373,0.59,-0.16,-9.1
203,3407,0.51,-0.16,-9.1
217,3379,0.55,-0.16,-9.1
222,3379,0.55,-0.12,-9.1
227,3402,0.59,-0.16,-9.14
222,3371,0.59,-0.16,-9.06
228,3397,0.59,-0.12,-9.1
205,3371,0.51,-0.08,-9.1
217,3397,0.55,-0.16,-9.1
224,3376,0.59,-0.08,-9.06
221,3387,0.55,-0.12,-9.1
224,3392,0.55,-0.12,-9.14
227,3394,0.55,-0.16,-9.14
203,3376,0.59,-0.16,-9.14
214,3392,0.51,-0.12,-9.14
208,3397,0.55,-0.16,-9.1
219,3371,0.55,-0.08,-9.14
225,3375,0.59,-0.16,-9.06
226,3387,0.55,-0.16,-9.1
208,3366,0.55,-0.12,-9.02
224,3380,0.59,-0.2,-9.1
206,3373,0.63,-0.2,-9.14
219,3380,0.59,-0.16,-9.14
225,3386,0.59,-0.2,-9.14
227,3383,0.55,-0.16,-9.14
224,3382,0.59,-0.2,-9.1
225,3398,0.59,-0.12,-9.14
205,3383,0.59,-0.2,-9.06
217,3391,0.59,-0.16,-9.06
222,3393,0.59,-0.16,-9.1
223,3378,0.59,-0.12,-9.1
225,3381,0.59,-0.16,-9.14
226,3367,0.55,-0.16,-9.14
207,3428,0.59,-0.2,-9.06
217,3397,0.59,-0.12,-9.1
211,3382,0.59,-0.12,-9.06
221,3372,0.59,-0.24,-9.14
224,3393,0.59,-0.2,-9.1
228,3376,0.59,-0.16,-9.06
203,3399,0.55,-0.12,-9.14
218,3363,0.55,-0.16,-9.14
211,3392,0.55,-0.16,-9.1
220,3379,0.55,-0.16,-9.14
225,3386,0.51,-0.16,-9.06
227,3367,0.59,-0.16,-9.06
227,3379,0.59,-0.12,-9.1
215,3396,0.59,-0.16,-9.1
209,3393,0.55,-0.2,-9.18
215,3382,0.63,-0.16,-9.06
225,3374,0.59,-0.16,-9.1
223,3375,0.55,-0.16,-9.14
227,3390,0.55,-0.16,-9.1
223,3395,0.55,-0.12,-9.1
209,3377,0.59,-0.12,-9.14
223,3393,0.55,-0.12,-9.1
213,3392,0.59,-0.12,-9.1
222,3398,0.55,-0.2,-9.06
228,3390,0.59,-0.16,-9.14
223,3391,0.55,-0.12,-9.14
208,3389,0.59,-0.2,-9.14
206,3376,0.55,-0.12,-9.1
214,3370,0.51,-0.16,-9.1
223,3398,0.59,-0.2,-9.1
224,3401,0.51,-0.12,-9.14
221,3377,0.59,-0.2,-9.1
228,3399,0.55,-0.16,-9.14
208,3372,0.59,-0.16,-9.06
211,3377,0.59,-0.2,-9.14
214,3390,0.55,-0.16,-9.1
224,3365,0.55,-0.16,-9.14
224,3392,0.59,-0.2,-9.18
226,3379,0.55,-0.16,-9.1
207,3373,0.59,-0.16,-9.14
214,3387,0.55,-0.2,-9.06
223,3374,0.55,-0.16,-9.1
218,3373,0.55,-0.16,-9.1
226,3403,0.59,-0.16,-9.14
226,3382,0.55,-0.16,-9.1
205,3383,0.59,-0.2,-9.1
218,3398,0.55,-0.16,-9.14
208,3376,0.55,-0.2,-9.06
217,3386,0.55,-0.16,-9.1
222,3376,0.51,-0.12,-9.1
227,3390,0.59,-0.2,-9.06
208,3382,0.55,-0.12,-9.14
223,3390,0.59,-0.12,-9.1
211,3376,0.55,-0.16,-9.1
217,3382,0.55,-0.2,-9.14
225,3394,0.55,-0.2,-9.1
227,3400,0.59,-0.16,-9.1
226,3376,0.55,-0.16,-9.1
224,3380,0.55,-0.16,-9.06
205,3370,0.59,-0.2,-9.1
215,3367,0.59,-0.12,-9.1
222,3397,0.59,-0.16,-9.1
222,3391,0.55,-0.12,-9.1
224,3390,0.51,-0.12,-9.1
223,3397,0.59,-0.16,-9.1
207,3369,0.63,-0.16,-9.14
218,3387,0.51,-0.16,-9.1
213,3393,0.59,-0.16,-9.14
223,3385,0.59,-0.16,-9.1
224,3360,0.55,-0.12,-9.1
224,3389,0.55,-0.16,-9.1
208,3364,0.55,-0.12,-9.14
209,3377,0.59,-0.16,-9.14
215,3381,0.59,-0.12,-9.14
219,3391,0.55,-0.16,-9.14
226,3392,0.55,-0.12,-9.1
225,3401,0.55,-0.2,-9.06
229,3371,0.55,-0.16,-9.1
211,3382,0.55,-0.16,-9.06
213,3401,0.59,-0.16,-9.1
221,3387,0.55,-0.16,-9.14
224,3377,0.55,-0.16,-9.1
222,3398,0.55,-0.2,-9.06
226,3370,0.59,-0.2,-9.1
217,3393,0.59,-0.16,-9.1
210,3386,0.59,-0.16,-9.1
223,3391,0.59,-0.16,-9.14
218,3392,0.55,-0.12,-9.06
226,3391,0.55,-0.2,-9.1
226,3382,0.55,-0.12,-9.1
206,3372,0.59,-0.12,-9.1
219,3372,0.59,-0.16,-9.1
210,3382,0.55,-0.12,-9.1
218,3375,0.51,-0.16,-9.06
225,3378,0.59,-0.16,-9.14
227,3383,0.59,-0.16,-9.14
203,3387,0.59,-0.12,-9.06
223,3379,0.55,-0.12,-9.1
208,3383,0.55,-0.2,-9.1
217,3377,0.55,-0.2,-9.14
223,3391,0.59,-0.2,-9.1
229,3407,0.55,-0.12,-9.06
223,3377,0.55,-0.16,-9.1
223,3405,0.59,-0.2,-9.06
209,3379,0.55,-0.16,-9.1
213,3378,0.51,-0.08,-9.1
224,3405,0.55,-0.2,-9.06
218,3349,0.55,-0.16,-9.18
225,3376,0.55,-0.12,-9.1
228,3382,0.55,-0.16,-9.1
207,3408,0.51,-0.16,-9.1
215,3376,0.51,-0.2,-9.1
211,3370,0.59,-0.16,-9.14
223,3376,0.55,-0.2,-9.1
223,3397,0.55,-0.16,-9.1
229,3399,0.59,-0.2,-9.1
207,3375,0.55,-0.16,-9.1
219,3397,0.55,-0.16,-9.14
208,3376,0.55,-0.2,-9.18
219,3394,0.59,-0.2,-9.1
224,3395,0.55,-0.2,-9.06
227,3390,0.51,-0.16,-9.14
225,3378,0.63,-0.2,-9.1
223,3376,0.59,-0.16,-9.06
208,3361,0.59,-0.16,-9.1
218,3402,0.63,-0.2,-9.1
225,3377,0.55,-0.12,-9.18
217,3398,0.59,-0.2,-9.14
223,3371,0.55,-0.16,-9.06
226,3392,0.59,-0.16,-9.06
208,3394,0.55,-0.16,-9.18
219,3374,0.55,-0.12,-9.14
208,3380,0.59,-0.16,-9.14
218,3392,0.59,-0.16,-9.06
225,3399,0.59,-0.16,-9.06
225,3392,0.59,-0.12,-9.06
208,3395,0.55,-0.12,-9.1
215,3375,0.59,-0.2,-9.1
213,3383,0.59,-0.16,-9.1
217,3383,0.51,-0.12,-9.1
225,3399,0.59,-0.12,-9.1
224,3393,0.55,-0.16,-9.1
224,3365,0.55,-0.16,-9.1
222,3379,0.55,-0.12,-9.1
209,3406,0.59,-0.12,-9.1
219,3403,0.55,-0.12,-9.06
224,3394,0.59,-0.12,-9.1
222,3401,0.55,-0.2,-9.1
225,3377,0.55,-0.16,-9.1
224,3399,0.59,-0.2,-9.1
209,3375,0.55,-0.12,-9.1
219,3422,0.55,-0.08,-9.1
211,3389,0.63,-0.2,-9.1
222,3401,0.51,-0.16,-9.02
225,3403,0.55,-0.16,-9.1
225,3377,0.55,-0.2,-9.1
208,3394,0.63,-0.16,-9.1
210,3360,0.59,-0.12,-9.06
208,3376,0.59,-0.16,-9.1
219,3401,0.51,-0.12,-9.06
223,3368,0.59,-0.12,-9.14
224,3369,0.55,-0.2,-9.14
225,3395,0.55,-0.2,-9.1
214,3398,0.51,-0.2,-9.14
210,3394,0.55,-0.2,-9.1
222,3383,0.55,-0.12,-9.1
222,3394,0.55,-0.16,-9.1
223,3407,0.59,-0.16,-9.1
226,3376,0.59,-0.16,-9.1
219,3376,0.59,-0.16,-9.1
210,3384,0.55,-0.16,-9.14
221,3376,0.55,-0.12,-9.06
215,3404,0.51,-0.12,-9.1
221,3381,0.55,-0.16,-9.1
223,3387,0.59,-0.2,-9.14
218,3387,0.55,-0.2,-9.1
210,3378,0.59,-0.2,-9.14
208,3408,0.59,-0.12,-9.14
214,3401,0.63,-0.12,-9.14
214,3388,0.55,-0.16,-9.1
226,3393,0.55,-0.12,-9.1
221,3377,0.59,-0.16,-9.02
225,3390,0.55,-0.16,-9.1
208,3398,0.59,-0.16,-9.14
211,3392,0.55,-0.16,-9.1
221,3397,0.63,-0.12,-9.06
226,3377,0.55,-0.16,-9.06
222,3373,0.59,-0.12,-9.14
225,3392,0.59,-0.16,-9.1
207,3393,0.55,-0.12,-9.1
212,3376,0.55,-0.08,-9.1
222,3376,0.55,-0.16,-9.06
218,3381,0.59,-0.16,-9.06
223,3364,0.55,-0.16,-9.1
231,3399,0.59,-0.12,-9.1
209,3373,0.59,-0.2,-9.1
209,3395,0.55,-0.16,-9.06
207,3387,0.59,-0.16,-9.14
217,3379,0.55,-0.12,-9.1
223,3376,0.59,-0.2,-9.1
229,3371,0.59,-0.12,-9.1
208,3364,0.59,-0.12,-9.1
226,3389,0.59,-0.16,-9.1
208,3376,0.55,-0.12,-9.1
211,3376,0.59,-0.2,-9.1
224,3376,0.59,-0.2,-9.18
226,3401,0.55,-0.12,-9.06
225,3381,0.63,-0.16,-9.06
227,3389,0.55,-0.16,-9.1
206,3393,0.55,-0.16,-9.1
217,3378,0.55,-0.2,-9.14
219,3369,0.51,-0.12,-9.02
217,3376,0.55,-0.12,-9.14
223,3390,0.55,-0.2,-9.1
227,3389,0.59,-0.16,-9.1
205,3398,0.51,-0.12,-9.1
215,3395,0.59,-0.08,-9.1
210,3399,0.59,-0.16,-9.1
218,3381,0.59,-0.2,-9.1
226,3399,0.59,-0.12,-9.1
227,3396,0.59,-0.2,-9.06
206,3391,0.55,-0.12,-9.06
219,3409,0.59,-0.16,-9.14
210,3381,0.55,-0.16,-9.1
220,3371,0.55,-0.2,-9.14
222,3399,0.55,-0.12,-9.1
223,3378,0.59,-0.2,-9.1
225,3375,0.55,-0.16,-9.1
221,3395,0.55,-0.08,-9.1
210,3388,0.59,-0.2,-9.06
227,3405,0.55,-0.16,-9.06
224,3381,0.55,-0.12,-9.1
221,3379,0.55,-0.16,-9.14
227,3403,0.55,-0.12,-9.1
203,3415,0.59,-0.2,-9.14
214,3389,0.55,-0.12,-9.1
222,3385,0.55,-0.2,-9.14
217,3376,0.59,-0.16,-9.1
229,3403,0.55,-0.16,-9.14
224,3393,0.51,-0.16,-9.14
206,3399,0.59,-0.16,-9.06
211,3392,0.55,-0.12,-9.14
208,3376,0.59,-0.16,-9.14
221,3389,0.55,-0.16,-9.1
219,3382,0.59,-0.16,-9.18
229,3397,0.59,-0.16,-9.14
207,3394,0.55,-0.16,-9.14
224,3377,0.55,-0.16,-9.14
208,3397,0.59,-0.16,-9.1
219,3377,0.59,-0.16,-9.14
224,3385,0.51,-0.12,-9.1
225,3379,0.55,-0.16,-9.06
226,3376,0.59,-0.2,-9.14
226,3389,0.51,-0.08,-9.1
207,3406,0.55,-0.08,-9.1
215,3397,0.55,-0.12,-9.1
223,3387,0.59,-0.16,-9.18
221,3379,0.59,-0.24,-9.1
223,3383,0.55,-0.16,-9.1
224,3409,0.55,-0.16,-9.14
208,3369,0.55,-0.16,-9.1
217,3411,0.59,-0.16,-9.14
208,3397,0.59,-0.16,-9.1
217,3391,0.55,-0.16,-9.1
222,3393,0.55,-0.08,-9.06
227,3381,0.55,-0.16,-9.14
207,3381,0.55,-0.16,-9.06
218,3396,0.55,-0.16,-9.18
210,3392,0.55,-0.16,-9.1
218,3371,0.55,-0.16,-9.1
224,3394,0.55,-0.08,-9.1
226,3405,0.59,-0.2,-9.14
229,3375,0.55,-0.2,-9.14
217,3403,0.55,-0.16,-9.14
208,3395,0.55,-0.12,-9.1
221,3380,0.59,-0.2,-9.14
223,3422,0.63,-0.24,-9.1
223,3390,0.55,-0.16,-9.06
225,3386,0.63,-0.24,-9.1
222,3403,0.59,-0.16,-9.1
208,3387,0.55,-0.12,-9.14
220,3376,0.55,-0.12,-9.1
215,3376,0.55,-0.12,-9.06
221,3382,0.59,-0.12,-9.1
224,3396,0.59,-0.24,-9.02
225,3391,0.55,-0.16,-9.18
212,3409,0.55,-0.12,-9.1
211,3389,0.63,-0.12,-9.1
212,3376,0.55,-0.12,-9.06
221,3377,0.59,-0.16,-9.1
221,3409,0.59,-0.16,-9.1
223,3405,0.55,-0.08,-9.14
225,3408,0.59,-0.2,-9.1
208,3392,0.59,-0.16,-9.1
213,3395,0.59,-0.16,-9.1
223,3378,0.59,-0.16,-9.06
224,3387,0.55,-0.16,-9.1
221,3389,0.59,-0.2,-9.14
223,3383,0.59,-0.2,-9.1
208,3405,0.55,-0.12,-9.14
215,3390,0.63,-0.2,-9.1
222,3403,0.59,-0.16,-9.14
219,3407,0.63,-0.2,-9.14
226,3398,0.55,-0.16,-9.06
228,3404,0.55,-0.2,-9.06
208,3411,0.59,-0.12,-9.1
211,3378,0.51,-0.12,-9.1
208,3376,0.59,-0.16,-9.18
214,3393,0.55,-0.16,-9.14
223,3411,0.55,-0.2,-9.1
227,3391,0.59,-0.2,-9.06
208,3376,0.55,-0.16,-9.06
224,3402,0.55,-0.16,-9.1
208,3387,0.59,-0.12,-9.1
217,3411,0.55,-0.16,-9.06
219,3407,0.59,-0.12,-9.1
227,3386,0.59,-0.16,-9.14
225,3373,0.55,-0.16,-9.1
226,3382,0.55,-0.16,-9.06
208,3376,0.59,-0.16,-9.14
215,3392,0.55,-0.16,-9.1
222,3406,0.59,-0.12,-9.06
220,3379,0.51,-0.12,-9.14
222,3376,0.55,-0.16,-9.14
223,3378,0.55,-0.16,-9.14
208,3380,0.59,-0.16,-9.06
215,3365,0.51,-0.16,-9.1
211,3395,0.59,-0.16,-9.06
220,3393,0.59,-0.16,-9.14
225,3403,0.59,-0.12,-9.1
224,3406,0.59,-0.12,-9.1
208,3389,0.59,-0.2,-9.14
209,3395,0.55,-0.16,-9.14
213,3389,0.55,-0.16,-9.14
218,3403,0.59,-0.2,-9.18
223,3402,0.51,-0.16,-9.06
223,3383,0.59,-0.12,-9.14
228,3401,0.63,-0.16,-9.1
208,3407,0.59,-0.2,-9.1
214,3408,0.51,-0.08,-9.1
221,3397,0.55,-0.12,-9.1
223,3392,0.55,-0.16,-9.14
222,3399,0.63,-0.16,-9.14
227,3410,0.59,-0.12,-9.1
209,3377,0.55,-0.2,-9.1
211,3387,0.55,-0.16,-9.14
222,3393,0.59,-0.16,-9.18
220,3373,0.55,-0.12,-9.14
221,3397,0.59,-0.16,-9.1
224,3376,0.59,-0.16,-9.1
204,3393,0.63,-0.2,-9.14
214,3419,0.55,-0.16,-9.1
208,3375,0.51,-0.12,-9.02
219,3376,0.55,-0.16,-9.18
224,3370,0.55,-0.16,-9.14
225,3376,0.63,-0.2,-9.1
206,3383,0.59,-0.16,-9.1
217,3387,0.59,-0.16,-9.06
209,3408,0.55,-0.2,-9.1
222,3413,0.59,-0.12,-9.14
223,3393,0.59,-0.16,-9.1
226,3390,0.55,-0.16,-9.1
229,3383,0.59,-0.12,-9.14
213,3402,0.59,-0.12,-9.06
211,3366,0.51,-0.16,-9.1
223,3374,0.55,-0.12,-9.06
221,3395,0.59,-0.12,-9.14
224,3402,0.59,-0.16,-9.1
225,3388,0.55,-0.12,-9.06
212,3386,0.59,-0.16,-9.18
210,3387,0.59,-0.16,-9.06
221,3389,0.59,-0.16,-9.1
218,3424,0.55,-0.16,-9.06
223,3399,0.55,-0.16,-9.1
221,3393,0.55,-0.2,-9.06
208,3402,0.55,-0.12,-9.1
219,3377,0.59,-0.16,-9.1
211,3376,0.55,-0.12,-9.14
219,3381,0.59,-0.16,-9.1
226,3382,0.51,-0.16,-9.14
218,3369,0.55,-0.12,-9.1
210,3397,0.55,-0.16,-9.1
202,3408,0.55,-0.12,-9.14
214,3403,0.55,-0.16,-9.06
224,3402,0.55,-0.16,-9.14
227,3408,0.59,-0.16,-9.14
209,3397,0.59,-0.16,-9.1
222,3378,0.59,-0.24,-9.06
208,3398,0.59,-0.12,-9.14
217,3387,0.55,-0.12,-9.14
225,3367,0.51,-0.12,-9.06
226,3392,0.59,-0.16,-9.06
225,3372,0.59,-0.16,-9.14
219,3398,0.59,-0.16,-9.1
208,3378,0.55,-0.16,-9.14
221,3373,0.59,-0.2,-9.1
225,3392,0.59,-0.2,-9.1
225,3393,0.55,-0.16,-9.1
227,3389,0.55,-0.12,-9.1
205,3376,0.51,-0.12,-9.06
217,3394,0.59,-0.16,-9.14
221,3397,0.55,-0.12,-9.14
219,3389,0.55,-0.12,-9.1
225,3399,0.59,-0.16,-9.1
227,3403,0.55,-0.12,-9.06
208,3397,0.59,-0.16,-9.14
213,3386,0.55,-0.2,-9.14
211,3398,0.59,-0.12,-9.1
222,3411,0.55,-0.16,-9.1
227,3387,0.55,-0.12,-9.1
224,3395,0.59,-0.16,-9.14
209,3390,0.55,-0.12,-9.02
207,3370,0.51,-0.12,-9.06
214,3390,0.55,-0.16,-9.1
221,3396,0.55,-0.16,-9.14
223,3379,0.55,-0.16,-9.18
219,3387,0.55,-0.2,-9.06
225,3387,0.55,-0.16,-9.1
206,3389,0.55,-0.16,-9.06
215,3402,0.59,-0.16,-9.06
224,3399,0.55,-0.16,-9.14
226,3405,0.63,-0.16,-9.1
225,3399,0.55,-0.12,-9.14
223,3398,0.55,-0.16,-9.06
204,3392,0.59,-0.12,-9.14
215,3391,0.59,-0.2,-9.14
221,3371,0.59,-0.16,-9.1
218,3408,0.59,-0.2,-9.1
225,3405,0.59,-0.2,-9.1
225,3401,0.55,-0.12,-9.1
209,3373,0.55,-0.16,-9.14
218,3376,0.55,-0.12,-9.02
213,3385,0.59,-0.16,-9.1
224,3392,0.55,-0.16,-9.14
224,3408,0.59,-0.12,-9.06
222,3380,0.55,-0.16,-9.14
208,3394,0.55,-0.16,-9.14
208,3393,0.59,-0.16,-9.14
212,3388,0.59,-0.16,-9.1
223,3401,0.55,-0.16,-9.1
